experiment,item,condition,sentence,prompt,question_type,options,literal_response,config
act-pass2,7,active_v1,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The husband called the wife..png?raw=true"" width=""210” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Did the husband call somethingsomeone.png?raw=true"" width=""292” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",Yes,
act-pass2,7,active_v2,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The wife called the husband..png?raw=true"" width=""210” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Did the husband call somethingsomeone.png?raw=true"" width=""292” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",No,
act-pass2,7,passive_v2,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The husband was called by the wife..png?raw=true"" width=""262” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Did the husband call somethingsomeone.png?raw=true"" width=""292” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",No,
act-pass2,7,passive_v1,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The wife was called by the husband..png?raw=true"" width=""262” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Did the husband call somethingsomeone.png?raw=true"" width=""292” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",Yes,
act-pass2,8,active_v1,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The girl pushed the boy..png?raw=true"" width=""180” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Did the girl push somethingsomeone.png?raw=true"" width=""270” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",Yes,
act-pass2,8,active_v2,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The boy pushed the girl..png?raw=true"" width=""180” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Did the girl push somethingsomeone.png?raw=true"" width=""270” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",No,
act-pass2,8,passive_v2,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The girl was pushed by the boy..png?raw=true"" width=""232” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Did the girl push somethingsomeone.png?raw=true"" width=""270” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",No,
act-pass2,8,passive_v1,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The boy was pushed by the girl..png?raw=true"" width=""232” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Did the girl push somethingsomeone.png?raw=true"" width=""270” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",Yes,
act-pass2,9,active_v1,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The wife ignored the husband..png?raw=true"" width=""218” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Did the wife ignore somethingsomeone.png?raw=true"" width=""285” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",Yes,
act-pass2,9,active_v2,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The husband ignored the wife..png?raw=true"" width=""218” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Did the wife ignore somethingsomeone.png?raw=true"" width=""285” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",No,
act-pass2,9,passive_v2,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The wife was ignored by the husband..png?raw=true"" width=""270” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Did the wife ignore somethingsomeone.png?raw=true"" width=""285” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",No,
act-pass2,9,passive_v1,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The husband was ignored by the wife..png?raw=true"" width=""270” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Did the wife ignore somethingsomeone.png?raw=true"" width=""285” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",Yes,
act-pass2,10,active_v1,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The niece followed the aunt..png?raw=true"" width=""210” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Did the aunt follow somethingsomeone.png?raw=true"" width=""285” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",No,
act-pass2,10,active_v2,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The aunt followed the niece..png?raw=true"" width=""210” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Did the aunt follow somethingsomeone.png?raw=true"" width=""285” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",Yes,
act-pass2,10,passive_v2,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The niece was followed by the aunt..png?raw=true"" width=""262” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Did the aunt follow somethingsomeone.png?raw=true"" width=""285” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",Yes,
act-pass2,10,passive_v1,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The aunt was followed by the niece..png?raw=true"" width=""262” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Did the aunt follow somethingsomeone.png?raw=true"" width=""285” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",No,
act-pass2,11,active_v1,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The professor criticized the TA..png?raw=true"" width=""240” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Did the TA criticize somethingsomeone.png?raw=true"" width=""292” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",No,
act-pass2,11,active_v2,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The TA criticized the professor..png?raw=true"" width=""240” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Did the TA criticize somethingsomeone.png?raw=true"" width=""292” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",Yes,
act-pass2,11,passive_v2,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The professor was criticized by the TA..png?raw=true"" width=""292” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Did the TA criticize somethingsomeone.png?raw=true"" width=""292” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",Yes,
act-pass2,11,passive_v1,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The TA was criticized by the professor..png?raw=true"" width=""292” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Did the TA criticize somethingsomeone.png?raw=true"" width=""292” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",No,
act-pass2,12,active_v1,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The lawyer insulted the judge..png?raw=true"" width=""225” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Did the judge insult somethingsomeone.png?raw=true"" width=""292” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",No,
act-pass2,12,active_v2,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The judge insulted the lawyer..png?raw=true"" width=""225” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Did the judge insult somethingsomeone.png?raw=true"" width=""292” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",Yes,
act-pass2,12,passive_v2,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The lawyer was insulted by the judge..png?raw=true"" width=""278” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Did the judge insult somethingsomeone.png?raw=true"" width=""292” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",Yes,
act-pass2,12,passive_v1,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The judge was insulted by the lawyer..png?raw=true"" width=""278” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Did the judge insult somethingsomeone.png?raw=true"" width=""292” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",No,
filler,1,filler,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The professor conducted an inquiry into the status of the file..png?raw=true"" width=""472” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Did the professor conduct someonesomething.png?raw=true"" width=""330” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",Yes,
filler,2,filler,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The commissioner wrote a report for the chairman..png?raw=true"" width=""368” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Did the commissioner write someonesomething.png?raw=true"" width=""338” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",Yes,
filler,3,filler,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The terrorist assassinated the newsman in cold blood..png?raw=true"" width=""398” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Did the terrorist kill someonesomething.png?raw=true"" width=""308” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",Yes,
filler,4,filler,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_A legislator lied to the consultant about a new bill..png?raw=true"" width=""398” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Did the legislator lie about someonesomething.png?raw=true"" width=""352” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",Yes,
filler,5,filler,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The toddler hugged a teddybear because he was scared..png?raw=true"" width=""398” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Did the toddler hug someonesomething.png?raw=true"" width=""285” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",Yes,
filler,6,filler,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The spy monitored a baroness for several months..png?raw=true"" width=""360” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Did the spy watch someonesomething.png?raw=true"" width=""270” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",Yes,
filler,7,filler,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The witch was hanged by an executioner promptly at dawn..png?raw=true"" width=""420” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Did the executioner hang someonesomething.png?raw=true"" width=""322” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",Yes,
filler,8,filler,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The pianist met with a beautician to prepare for her recital..png?raw=true"" width=""458” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Did the pianist meet with someonesomething.png?raw=true"" width=""330” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",Yes,
filler,9,filler,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_A socialite was greeted by the butler with a plate of caviar..png?raw=true"" width=""458” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Did the butler greet someonesomething.png?raw=true"" width=""292” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",Yes,
filler,10,filler,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The pirate stole the booty from an officer..png?raw=true"" width=""322” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Did the pirate steal someonesomething.png?raw=true"" width=""292” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",Yes,
filler,11,filler,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The colonel was knighted by the queen because of his loyalty..png?raw=true"" width=""458” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Did the queen knight someonesomething.png?raw=true"" width=""292” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",Yes,
filler,12,filler,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The spokesman toasted a muffin for the agent after the early morning appointment..png?raw=true"" width=""608” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Did the spokesman do something for someonesomething.png?raw=true"" width=""398” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",Yes,
filler,13,filler,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The supplier described a scenario for the class after explaining basic concepts..png?raw=true"" width=""600” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Did the supplier explain someonesomething.png?raw=true"" width=""322” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",Yes,
filler,14,filler,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_A bystander was rescued by the fireman in the nick of time..png?raw=true"" width=""442” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Did the fireman rescue someonesomething.png?raw=true"" width=""308” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",Yes,
filler,15,filler,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The defendant misled a juryman when she said that she worked for the government..png?raw=true"" width=""600” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Was the juryman misled by someonesomething.png?raw=true"" width=""330” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",Yes,
filler,16,filler,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The translator found a car for the ambassador because he could not speak Lebanese..png?raw=true"" width=""615” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Was a car found for someonesomething.png?raw=true"" width=""285” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",Yes,
filler,17,filler,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The acrobat respected the ballerina because she went to Juilliard..png?raw=true"" width=""495” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Was the ballerina respected by someonesomething.png?raw=true"" width=""368” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",Yes,
filler,18,filler,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The principal commended a parent for her ability to motivate her child..png?raw=true"" width=""532” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Was the parent commended by someonesomething.png?raw=true"" width=""345” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",Yes,
filler,19,filler,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The robot killed a scientist before escaping from the laboratory..png?raw=true"" width=""488” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Did the robot escape from someonesomething.png?raw=true"" width=""330” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",Yes,
filler,20,filler,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The preacher irritated a parishioner because she was used to shorter sermons..png?raw=true"" width=""578” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Was the parishioner irritated by someonesomething.png?raw=true"" width=""382” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",Yes,
filler,21,filler,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The presenter was criticized by a legislator because of his speech impediment..png?raw=true"" width=""585” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Did the legislator criticize someonesomething.png?raw=true"" width=""352” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",Yes,
filler,22,filler,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_An analyst angered the economist after he interrupted a phone conference five times..png?raw=true"" width=""630” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Was the economist angered by someonesomething.png?raw=true"" width=""352” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",Yes,
filler,23,filler,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The advisee opened a file for the visitor with some trepidation..png?raw=true"" width=""480” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Was the file opened by someonesomething.png?raw=true"" width=""308” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",Yes,
filler,24,filler,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The choreographer found a film starring the lead in the musical..png?raw=true"" width=""480” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Was the film found by someonesomething.png?raw=true"" width=""300” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",Yes,
filler,25,filler,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The playwright selected the understudy because of his resemblance to the lead actor..png?raw=true"" width=""630” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Did the understudy receive someonesomething.png?raw=true"" width=""338” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",No,
filler,26,filler,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The insurer paid the victim because his car had been destroyed..png?raw=true"" width=""472” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Did the victim pay someonesomething.png?raw=true"" width=""278” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",No,
filler,27,filler,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The runner filled a bottle with cold tap water..png?raw=true"" width=""352” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Did the runner receive someonesomething.png?raw=true"" width=""308” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",No,
filler,28,filler,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The sculptor brought a shell from the ocean floor..png?raw=true"" width=""375” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Did the shell receive someonesomething.png?raw=true"" width=""300” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",No,
